Age,Gender,Education Level,Job Title,Years of Experience,Salary
27.0,0,4,1,4.0,80000.0
25.0,1,1,18,1.0,55000.0
30.0,0,4,23,5.0,101733.0
23.0,0,1,23,0.0,51831.0
33.0,0,4,15,9.0,135000.0
30.0,1,4,7,7.0,120000.0
30.0,0,1,26,5.0,90000.0
29.0,0,3,3,6.0,180000.0
25.0,0,3,2,1.0,100000.0
31.0,0,5,3,9.0,195000.0
26.0,1,0,2,3.0,130000.0
45.0,1,5,3,18.0,180000.0
30.0,0,5,3,7.0,185000.0
36.0,1,5,20,13.0,180000.0
57.0,0,5,27,33.0,191790.0
28.0,0,2,11,1.0,30000.0
31.0,0,1,9,7.0,108204.0
25.0,1,0,2,2.0,125000.0
24.0,0,2,21,1.0,30000.0
27.0,1,0,26,4.0,160000.0
29.0,0,1,8,4.0,90000.0
42.0,1,5,24,14.0,170000.0
35.0,0,4,2,9.0,120000.0
50.0,1,5,27,17.0,195000.0
25.0,0,2,21,0.0,25000.0
42.0,0,1,24,18.0,148446.0
45.0,1,4,27,19.0,163780.0
25.0,0,0,2,2.0,100000.0
41.0,0,5,4,16.0,200000.0
33.0,0,1,28,5.0,70000.0
26.0,1,1,0,2.0,65000.0
44.0,1,5,3,17.0,168000.0
30.0,1,0,18,8.0,185000.0
30.0,1,1,0,5.0,100000.0
29.0,0,3,3,6.0,180000.0
25.0,0,0,2,2.0,110000.0
31.0,1,1,9,6.0,115000.0
36.0,1,4,24,7.0,140000.0
28.0,1,1,26,4.0,75000.0
35.0,0,5,22,9.0,95000.0
27.0,1,1,0,3.0,80000.0
37.0,0,1,15,7.0,90000.0
23.0,0,1,26,1.0,50000.0
40.0,0,5,24,12.0,160000.0
27.0,1,0,26,4.0,140000.0
36.0,1,1,27,8.0,135000.0
29.0,1,1,26,4.0,65000.0
32.0,1,0,26,8.0,190000.0
50.0,0,4,1,19.0,190000.0
29.0,1,1,26,4.0,71000.0
30.0,1,1,28,4.0,65000.0
27.0,1,1,17,3.0,60000.0
25.0,1,0,2,2.0,110000.0
34.0,1,5,19,11.0,160000.0
33.0,0,4,23,9.0,126753.0
43.0,0,5,23,14.0,190000.0
45.0,1,5,27,21.0,170226.0
41.0,1,4,24,19.0,185000.0
35.0,0,4,9,8.0,140000.0
54.0,1,1,9,25.0,179756.0
28.0,0,2,11,1.0,25000.0
29.0,1,1,12,4.0,70000.0
31.0,0,4,7,7.0,120000.0
55.0,0,5,27,29.0,190543.0
34.0,1,1,16,8.0,101000.0
27.0,1,1,26,3.0,80000.0
28.0,0,1,12,3.0,60000.0
24.0,0,0,18,3.0,125000.0
26.0,1,1,12,2.0,50000.0
29.0,0,3,3,6.0,180000.0
61.0,1,5,27,20.0,200000.0
36.0,1,1,27,8.0,135000.0
36.0,0,4,14,11.0,160000.0
30.0,0,5,3,7.0,185000.0
33.0,0,1,9,6.0,115000.0
39.0,0,4,24,11.0,160000.0
27.0,0,4,0,2.0,70000.0
34.0,1,5,6,12.0,170000.0
29.0,0,1,13,3.0,55000.0
34.0,1,0,18,9.0,185000.0
24.0,0,1,28,1.0,40000.0
29.0,1,0,26,6.0,170000.0
43.0,1,1,23,20.0,142421.0
28.0,1,0,26,5.0,160000.0
49.0,1,5,23,17.0,195000.0
43.0,1,5,3,16.0,160000.0
36.0,1,1,8,12.0,137878.0
29.0,1,0,2,7.0,130000.0
41.0,1,1,7,12.0,120000.0
43.0,1,5,23,13.0,185000.0
33.0,1,4,23,10.0,117314.0
28.0,1,1,8,2.0,70000.0
28.0,1,1,26,4.0,75000.0
25.0,0,4,13,2.0,40000.0
24.0,0,2,21,1.0,30000.0
45.0,0,1,23,21.0,167015.0
42.0,1,4,7,13.0,130000.0
34.0,1,1,16,8.0,90000.0
27.0,0,4,3,3.0,180000.0
30.0,0,1,13,4.0,65000.0
34.0,1,4,0,8.0,140000.0
35.0,0,1,10,8.0,92000.0
26.0,1,1,0,2.0,63789.0
34.0,1,4,2,8.0,100000.0
28.0,0,4,15,7.0,110000.0
49.0,1,5,27,15.0,185000.0
24.0,1,1,0,1.0,55935.0
43.0,1,4,24,19.0,185000.0
26.0,1,2,11,1.0,26000.0
49.0,1,5,27,15.0,185000.0
22.0,1,1,26,1.0,50000.0
30.0,0,1,26,5.0,90000.0
27.0,1,1,8,2.0,65000.0
27.0,1,1,26,3.0,70000.0
29.0,1,1,12,4.0,70000.0
42.0,1,4,18,14.0,180000.0
26.0,1,1,25,2.0,60000.0
33.0,0,3,18,11.0,198000.0
48.0,1,5,9,23.0,181021.0
26.0,0,4,8,2.0,65840.0
38.0,1,4,24,10.0,155000.0
34.0,1,5,6,12.0,170000.0
48.0,1,5,27,16.0,185000.0
54.0,1,4,24,32.0,195270.0
33.0,0,1,9,6.0,115000.0
30.0,0,5,3,7.0,185000.0
27.0,1,0,26,5.0,150000.0
37.0,1,1,2,11.0,160000.0
41.0,0,4,10,13.0,140000.0
30.0,1,1,0,5.0,100000.0
46.0,1,5,4,20.0,220000.0
30.0,0,1,13,4.0,57000.0
26.0,1,1,25,2.0,60000.0
30.0,0,5,3,7.0,170000.0
54.0,0,5,27,32.0,191510.0
48.0,0,3,5,20.0,180000.0
43.0,1,5,23,13.0,185000.0
45.0,1,5,23,16.0,185000.0
29.0,0,2,11,1.0,30000.0
25.0,0,1,8,1.0,55000.0
41.0,1,5,27,12.0,175000.0
29.0,1,1,12,4.0,70000.0
23.0,0,1,26,1.0,50000.0
24.0,0,1,25,2.0,55000.0
33.0,0,1,9,6.0,115000.0
44.0,1,5,3,15.0,150000.0
35.0,0,4,2,9.0,120000.0
28.0,0,1,12,3.0,65000.0
35.0,1,1,28,6.0,80000.0
23.0,1,5,27,0.0,52779.0
34.0,0,1,10,6.0,75000.0
24.0,1,0,2,1.0,90000.0
28.0,0,1,12,3.0,65000.0
29.0,0,0,26,4.0,140000.0
27.0,1,1,26,2.0,65000.0
29.0,0,0,2,6.0,120000.0
31.0,1,4,9,7.0,140000.0
23.0,1,5,27,1.0,119836.0
42.0,1,5,3,13.0,140000.0
33.0,1,5,3,8.0,190000.0
31.0,1,1,0,6.0,95000.0
29.0,0,1,26,4.0,150000.0
32.0,0,4,9,6.0,115000.0
35.0,0,4,9,11.0,151078.0
29.0,0,1,13,3.0,55000.0
31.0,1,0,2,9.0,195000.0
49.0,1,5,23,17.0,195000.0
34.0,1,1,16,8.0,101000.0
24.0,0,1,25,2.0,55000.0
36.0,1,1,27,8.0,135000.0
35.0,0,4,10,8.0,92000.0
25.0,0,1,15,3.0,65000.0
49.0,0,5,23,19.0,210000.0
30.0,0,5,3,7.0,185000.0
30.0,0,2,11,1.0,25000.0
29.0,1,1,26,4.0,70000.0
54.0,1,5,27,17.0,195000.0
28.0,1,4,24,6.0,108607.0
49.0,0,2,23,25.0,154207.0
25.0,0,1,15,2.0,55000.0
34.0,0,3,18,12.0,196000.0
35.0,0,4,2,9.0,120000.0
43.0,1,1,23,20.0,142421.0
34.0,1,5,19,11.0,160000.0
33.0,0,4,15,9.0,130000.0
31.0,1,0,2,9.0,195000.0
35.0,0,1,10,8.0,92000.0
37.0,1,4,14,14.0,190000.0
28.0,0,0,26,5.0,160000.0
41.0,1,1,1,12.0,120000.0
41.0,1,4,24,19.0,185000.0
31.0,1,1,25,6.0,85000.0
44.0,1,0,24,14.0,130000.0
44.0,0,5,27,18.0,157872.0
33.0,1,1,28,5.0,70000.0
50.0,0,1,23,25.0,177177.0
26.0,1,2,11,2.0,30000.0
32.0,1,1,27,9.0,104661.0
28.0,0,2,11,1.0,30000.0
27.0,1,1,0,3.0,80000.0
30.0,0,5,3,7.0,185000.0
30.0,0,1,13,5.0,90000.0
42.0,1,4,24,18.0,180000.0
29.0,0,3,3,6.0,180000.0
25.0,1,1,18,1.0,60000.0
27.0,1,0,26,4.0,140000.0
27.0,1,1,17,2.0,55000.0
43.0,0,3,22,14.0,120000.0
30.0,0,1,26,5.0,90000.0
30.0,0,1,13,5.0,85000.0
33.0,1,1,28,5.0,70000.0
24.0,0,1,25,2.0,55000.0
30.0,0,5,3,5.0,180000.0
41.0,1,5,3,13.0,140000.0
24.0,1,0,2,1.0,90000.0
28.0,1,3,18,3.0,130000.0
27.0,1,1,26,3.0,80000.0
44.0,0,5,3,18.0,183000.0
29.0,0,2,11,1.0,25000.0
34.0,1,1,16,8.0,104000.0
30.0,0,0,2,5.0,145000.0
29.0,1,1,12,4.0,70000.0
24.0,1,0,2,1.0,90000.0
27.0,1,1,8,3.0,80000.0
42.0,1,1,1,13.0,130000.0
33.0,1,4,1,5.0,70000.0
25.0,0,0,2,2.0,100000.0
34.0,1,0,18,9.0,185000.0
24.0,0,1,25,2.0,55000.0
49.0,1,5,27,15.0,185000.0
33.0,0,1,9,6.0,115000.0
36.0,1,5,20,13.0,185000.0
27.0,1,1,26,3.0,80000.0
26.0,1,1,17,2.0,55000.0
33.0,0,1,9,6.0,115000.0
31.0,1,0,2,9.0,195000.0
46.0,1,5,5,15.0,150000.0
34.0,1,5,19,11.0,160000.0
30.0,1,1,0,4.0,95000.0
39.0,0,1,7,15.0,200000.0
25.0,1,1,18,1.0,55000.0
26.0,0,4,8,3.0,73218.0
45.0,1,5,23,16.0,185000.0
32.0,0,4,24,7.0,100000.0
50.0,1,5,23,19.0,200000.0
29.0,0,0,2,7.0,130000.0
48.0,0,5,22,17.0,170000.0
33.0,1,1,16,7.0,96000.0
34.0,0,1,10,6.0,75000.0
29.0,1,0,2,7.0,130000.0
33.0,1,1,15,7.0,110000.0
34.0,0,4,5,9.0,95000.0
37.0,1,1,2,11.0,160000.0
30.0,0,1,13,5.0,90000.0
31.0,1,2,21,3.0,50000.0
25.0,0,2,21,1.0,35000.0
32.0,0,0,3,9.0,185000.0
35.0,1,5,15,7.0,90000.0
30.0,1,1,26,4.0,65000.0
27.0,0,4,1,4.0,80000.0
32.0,1,1,8,6.0,110000.0
32.0,1,0,26,8.0,190000.0
36.0,0,5,20,12.0,160000.0
34.0,1,4,5,10.0,105000.0
38.0,1,1,8,11.0,136662.0
45.0,1,4,15,20.0,204000.0
38.0,1,1,16,11.0,119000.0
33.0,1,1,16,7.0,85000.0
40.0,1,4,27,16.0,150301.0
40.0,1,5,5,13.0,135000.0
47.0,1,5,23,16.0,190000.0
36.0,0,5,20,12.0,170000.0
41.0,1,1,1,12.0,120000.0
44.0,0,5,27,11.0,165000.0
27.0,1,1,17,2.0,55000.0
28.0,1,2,0,7.0,95845.0
38.0,1,4,24,10.0,155000.0
35.0,0,4,9,10.0,151901.0
34.0,1,4,3,9.0,140000.0
32.0,1,1,18,7.0,120000.0
45.0,0,5,27,23.0,172925.0
37.0,1,4,27,10.0,150000.0
26.0,1,1,25,2.0,60000.0
30.0,1,1,0,5.0,100000.0
32.0,1,5,3,9.0,140000.0
30.0,0,1,13,4.0,57000.0
47.0,1,3,6,19.0,170000.0
28.0,0,1,12,3.0,60000.0
33.0,1,1,15,7.0,110000.0
35.0,0,4,2,9.0,120000.0
27.0,1,5,3,2.0,115000.0
49.0,1,5,27,15.0,185000.0
29.0,0,0,2,6.0,120000.0
26.0,0,4,8,3.0,72649.0
32.0,1,0,26,8.0,190000.0
49.0,0,5,23,17.0,195000.0
29.0,1,1,23,6.0,88552.0
50.0,1,5,23,19.0,200000.0
23.0,1,1,8,1.0,55000.0
34.0,0,3,18,12.0,196000.0
30.0,0,4,8,5.0,105000.0
44.0,1,5,3,16.0,160000.0
38.0,1,1,16,11.0,119000.0
35.0,0,1,10,8.0,92000.0
34.0,0,1,10,6.0,75000.0
34.0,1,1,0,6.0,120000.0
33.0,0,1,9,6.0,115000.0
31.0,1,1,25,6.0,85000.0
31.0,1,1,16,6.0,75000.0
25.0,1,2,28,2.0,45000.0
46.0,1,5,5,15.0,150000.0
44.0,0,4,23,12.0,170000.0
26.0,1,2,11,1.0,26000.0
30.0,0,1,26,5.0,90000.0
37.0,1,4,14,14.0,190000.0
25.0,1,0,2,2.0,110000.0
31.0,1,1,0,8.0,100679.0
27.0,1,1,17,2.0,55000.0
26.0,1,1,17,2.0,55000.0
28.0,1,4,8,5.0,76742.0
30.0,1,1,26,5.0,75000.0
24.0,0,2,21,1.0,30000.0
26.0,1,0,2,3.0,120000.0
30.0,0,4,8,5.0,105000.0
35.0,0,4,2,9.0,120000.0
41.0,1,5,3,13.0,140000.0
43.0,1,4,24,19.0,185000.0
32.0,1,4,23,8.0,122354.0
30.0,0,1,13,5.0,90000.0
40.0,0,4,13,12.0,122000.0
26.0,1,1,12,2.0,50000.0
43.0,1,5,27,13.0,180000.0
54.0,0,5,27,31.0,191818.0
48.0,1,3,6,19.0,170000.0
30.0,0,5,3,7.0,185000.0
32.0,0,5,3,9.0,145000.0
26.0,0,3,18,2.0,120000.0
27.0,1,5,15,4.0,55000.0
29.0,0,3,3,6.0,180000.0
48.0,1,5,4,18.0,210000.0
47.0,1,5,3,19.0,190000.0
29.0,0,5,9,5.0,98568.0
34.0,1,4,2,8.0,100000.0
25.0,1,1,18,1.0,55000.0
29.0,1,1,9,4.0,90000.0
30.0,0,1,13,5.0,90000.0
26.0,1,0,2,3.0,130000.0
30.0,1,5,3,7.0,185000.0
25.0,1,1,18,1.0,60000.0
36.0,0,4,24,13.0,140010.0
31.0,0,5,20,8.0,120000.0
48.0,1,5,23,16.0,190000.0
26.0,0,4,0,3.0,90000.0
25.0,0,1,15,3.0,65000.0
45.0,1,5,23,16.0,185000.0
26.0,1,1,25,2.0,60000.0
51.0,1,5,27,16.0,190000.0
23.0,0,1,26,1.0,50000.0
29.0,0,2,11,1.0,30000.0
34.0,1,1,28,4.0,65000.0
38.0,0,4,15,14.0,170000.0
33.0,0,4,15,9.0,130000.0
27.0,0,4,15,3.0,60000.0
28.0,0,5,6,6.0,105000.0
49.0,1,5,3,22.0,220000.0
40.0,0,4,10,12.0,130000.0
26.0,1,0,2,3.0,130000.0
24.0,0,2,21,1.0,30000.0
26.0,1,1,25,2.0,60000.0
28.0,1,4,28,3.0,55000.0
32.0,1,1,27,9.0,104661.0
44.0,0,5,5,13.0,135000.0
30.0,0,4,8,5.0,105000.0
26.0,1,1,25,2.0,60000.0
39.0,0,1,7,16.0,200000.0
39.0,0,1,7,16.0,200000.0
43.0,0,4,10,14.0,146000.0
27.0,0,1,28,2.0,50000.0
26.0,1,1,8,3.0,67556.0
47.0,1,5,23,16.0,190000.0
43.0,1,5,23,13.0,185000.0
42.0,1,4,9,19.0,177347.0
27.0,1,5,15,4.0,55000.0
27.0,1,0,26,4.0,140000.0
44.0,1,5,3,16.0,160000.0
52.0,1,5,27,26.0,185982.0
33.0,0,1,9,7.0,130000.0
29.0,0,5,3,5.0,100000.0
43.0,0,5,23,14.0,190000.0
27.0,1,1,26,2.0,65000.0
43.0,0,5,27,19.0,156486.0
30.0,1,1,0,5.0,100000.0
31.0,1,1,8,7.0,103282.0
30.0,0,0,2,5.0,145000.0
42.0,1,5,3,13.0,140000.0
48.0,1,5,9,23.0,181021.0
45.0,1,5,3,16.0,160000.0
34.0,1,5,19,11.0,170000.0
41.0,0,4,24,12.0,160000.0
36.0,0,5,20,13.0,185000.0
34.0,1,4,3,9.0,140000.0
28.0,0,1,12,3.0,65000.0
27.0,1,0,26,4.0,140000.0
26.0,1,1,25,2.0,60000.0
23.0,0,1,26,1.0,50000.0
34.0,1,4,2,8.0,100000.0
28.0,1,1,9,4.0,77606.0
43.0,1,5,3,16.0,160000.0
29.0,1,1,8,3.0,80000.0
30.0,0,1,9,5.0,100000.0
32.0,1,1,16,6.0,90000.0
24.0,0,2,21,1.0,30000.0
33.0,0,3,18,11.0,198000.0
32.0,1,4,18,7.0,110000.0
30.0,1,1,0,5.0,100000.0
40.0,1,4,27,16.0,150301.0
27.0,0,0,2,5.0,125000.0
38.0,0,4,15,14.0,170000.0
25.0,1,1,18,1.0,60000.0
54.0,2,2,24,29.0,158966.0
36.0,0,4,15,11.0,117000.0
24.0,0,1,25,2.0,55000.0
25.0,0,1,8,1.0,550.0
28.0,0,0,26,5.0,160000.0
28.0,0,1,13,2.0,41000.0
30.0,1,4,9,5.0,105000.0
25.0,0,0,2,2.0,110000.0
31.0,0,5,3,8.0,140000.0
40.0,1,5,3,15.0,150000.0
25.0,1,1,0,2.0,90249.0
53.0,2,2,23,31.0,166109.0
37.0,1,4,14,14.0,190000.0
42.0,1,4,24,18.0,180000.0
25.0,0,4,26,2.0,60000.0
33.0,1,3,3,10.0,195000.0
54.0,1,5,27,16.0,190000.0
25.0,1,1,18,1.0,60000.0
23.0,1,1,26,1.0,60000.0
29.0,1,1,12,4.0,75000.0
37.0,1,1,2,11.0,160000.0
34.0,1,5,19,11.0,160000.0
41.0,1,5,3,13.0,138000.0
31.0,0,2,11,1.0,25000.0
30.0,0,2,11,1.0,26000.0
43.0,1,2,24,22.0,165919.0
25.0,1,1,18,1.0,60000.0
30.0,0,1,13,5.0,90000.0
28.0,0,1,12,3.0,60000.0
33.0,0,4,15,9.0,130000.0
42.0,0,4,6,13.0,130000.0
28.0,1,1,17,3.0,60000.0
32.0,1,1,18,7.0,120000.0
29.0,0,1,7,4.0,55000.0
31.0,0,1,24,7.0,108267.0
36.0,0,4,13,8.0,85000.0
26.0,1,1,17,2.0,55000.0
28.0,0,1,12,3.0,65000.0
27.0,1,1,8,2.0,65000.0
29.0,1,1,8,5.0,105000.0
30.0,0,4,23,5.0,106278.0
34.0,1,4,3,9.0,140000.0
44.0,1,4,23,11.0,170000.0
43.0,1,5,23,13.0,185000.0
26.0,1,1,17,1.0,50000.0
29.0,1,5,27,6.0,106662.0
32.0,1,1,18,7.0,120000.0
25.0,0,3,2,1.0,100000.0
24.0,0,1,12,0.0,40000.0
33.0,0,3,18,11.0,195000.0
33.0,1,1,16,7.0,85000.0
55.0,1,1,23,28.0,193964.0
29.0,0,2,11,1.0,26000.0
54.0,2,2,24,29.0,158254.0
51.0,1,5,27,16.0,190000.0
35.0,0,1,0,10.0,114776.0
29.0,0,0,2,6.0,120000.0
46.0,1,5,3,18.0,180000.0
38.0,0,4,0,10.0,155000.0
27.0,1,1,26,3.0,80000.0
29.0,1,1,22,6.0,100000.0
28.0,0,1,12,3.0,60000.0
28.0,1,0,26,3.0,125000.0
26.0,0,1,26,2.0,65000.0
30.0,1,4,28,4.0,65000.0
26.0,1,1,25,3.0,60000.0
33.0,0,1,10,6.0,75000.0
33.0,0,1,10,8.0,95000.0
39.0,0,1,7,16.0,200000.0
28.0,0,2,11,1.0,30000.0
42.0,0,4,24,16.0,138286.0
48.0,0,5,22,17.0,170000.0
28.0,0,3,3,6.0,150000.0
38.0,0,4,15,10.0,110000.0
28.0,0,5,6,6.0,105000.0
32.0,0,4,24,7.0,100000.0
33.0,0,3,18,11.0,198000.0
33.0,0,3,18,11.0,198000.0
26.0,1,4,9,3.0,91397.0
35.0,0,4,2,9.0,120000.0
39.0,0,1,7,16.0,200000.0
41.0,1,4,27,14.0,180000.0
27.0,0,1,13,3.0,45000.0
33.0,1,3,18,11.0,195000.0
33.0,1,5,3,8.0,190000.0
43.0,1,2,24,22.0,165919.0
28.0,0,1,23,4.0,70022.0
27.0,0,0,18,4.0,150000.0
26.0,1,1,9,4.0,79652.0
30.0,1,1,0,5.0,100000.0
52.0,0,5,27,29.0,194778.0
29.0,1,1,23,6.0,88035.0
36.0,1,5,20,13.0,180000.0
29.0,1,3,3,3.0,75000.0
24.0,1,0,2,1.0,90000.0
43.0,1,5,23,13.0,185000.0
33.0,1,1,15,9.0,130000.0
33.0,0,1,9,8.0,124071.0
31.0,0,1,24,6.0,104378.0
48.0,0,5,22,17.0,170000.0
35.0,1,1,0,8.0,140000.0
39.0,0,1,7,16.0,200000.0
30.0,1,4,7,7.0,120000.0
31.0,1,2,21,3.0,50000.0
33.0,1,1,16,6.0,75000.0
41.0,0,5,4,16.0,200000.0
44.0,1,4,24,18.0,152168.0
31.0,1,4,24,7.0,140000.0
28.0,0,0,26,5.0,160000.0
25.0,1,5,27,12.0,169159.0
34.0,1,3,18,12.0,196000.0
25.0,0,1,15,3.0,65000.0
33.0,1,1,16,6.0,75000.0
30.0,0,1,24,5.0,100151.0
24.0,1,0,2,1.0,90000.0
42.0,1,5,3,13.0,140000.0
23.0,0,1,23,0.0,52831.0
41.0,1,5,3,15.0,157000.0
31.0,1,1,9,6.0,115000.0
40.0,0,1,7,16.0,215000.0
49.0,1,5,23,17.0,195000.0
31.0,1,1,16,6.0,75000.0
28.0,1,1,12,3.0,65000.0
32.0,0,4,9,6.0,115000.0
40.0,0,1,7,16.0,215000.0
27.0,1,1,8,2.0,70000.0
41.0,0,4,13,13.0,131000.0
36.0,1,4,9,13.0,146508.0
34.0,0,4,18,7.0,120000.0
45.0,1,4,15,13.0,130000.0
36.0,1,1,8,14.0,139095.0
27.0,1,1,26,3.0,80000.0
34.0,1,4,3,9.0,140000.0
31.0,1,0,2,9.0,190000.0
48.0,1,5,4,18.0,210000.0
41.0,1,5,3,15.0,155000.0
41.0,0,4,13,13.0,131000.0
26.0,0,4,8,1.0,55000.0
27.0,0,1,0,3.0,80000.0
32.0,1,0,26,10.0,190000.0
46.0,1,5,23,15.0,180000.0
32.0,0,4,9,6.0,115000.0
50.0,1,5,23,19.0,200000.0
27.0,1,1,8,2.0,70000.0
31.0,1,0,2,9.0,195000.0
35.0,1,1,8,10.0,128999.0
27.0,1,0,26,5.0,150000.0
31.0,0,4,7,7.0,120000.0
35.0,1,4,9,9.0,131547.0
45.0,0,5,23,21.0,181285.0
29.0,0,4,28,4.0,65000.0
54.0,1,5,27,17.0,195000.0
39.0,0,4,10,11.0,120000.0
27.0,1,1,26,2.0,65000.0
44.0,1,4,23,11.0,170000.0
31.0,1,4,23,6.0,125000.0
41.0,1,1,1,12.0,120000.0
26.0,1,0,2,3.0,120000.0
33.0,1,1,28,5.0,70000.0
31.0,1,1,0,8.0,100679.0
29.0,0,2,11,1.0,26000.0
34.0,1,5,19,11.0,170000.0
25.0,0,0,2,2.0,110000.0
48.0,0,4,24,23.0,185038.0
46.0,1,4,15,14.0,140000.0
26.0,0,4,8,1.0,55000.0
35.0,1,1,9,8.0,145000.0
39.0,0,4,24,11.0,160000.0
38.0,1,4,24,10.0,155000.0
44.0,0,5,3,18.0,183000.0
31.0,0,0,26,6.0,155000.0
45.0,1,5,27,16.0,185000.0
23.0,1,2,11,1.0,26000.0
30.0,1,1,25,6.0,85000.0
33.0,1,1,16,7.0,96000.0
42.0,1,4,27,13.0,170000.0
36.0,0,4,15,11.0,117000.0
39.0,0,4,15,14.0,170000.0
31.0,1,2,21,3.0,50000.0
28.0,0,1,12,3.0,60000.0
27.0,1,1,8,2.0,65000.0
25.0,1,1,18,1.0,60000.0
32.0,1,1,16,6.0,90000.0
40.0,0,1,7,16.0,215000.0
27.0,1,1,0,3.0,80000.0
44.0,1,5,4,18.0,210000.0
26.0,1,1,22,5.0,85000.0
45.0,1,5,23,16.0,185000.0
31.0,1,3,3,9.0,185000.0
28.0,0,1,12,3.0,60000.0
30.0,0,5,3,7.0,185000.0
33.0,0,1,10,8.0,95000.0
38.0,0,4,15,14.0,170000.0
30.0,1,4,9,5.0,105000.0
32.0,1,1,16,6.0,90000.0
45.0,1,5,3,18.0,180000.0
37.0,1,4,14,14.0,190000.0
31.0,1,0,26,9.0,180000.0
30.0,1,1,26,5.0,75000.0
32.0,1,0,26,8.0,190000.0
45.0,1,4,24,21.0,180367.0
45.0,1,4,15,13.0,130000.0
54.0,1,5,27,28.0,188484.0
27.0,1,1,17,3.0,60000.0
37.0,1,4,14,14.0,190000.0
26.0,1,0,2,3.0,130000.0
25.0,0,0,2,2.0,90000.0
36.0,0,4,15,11.0,117000.0
32.0,1,4,18,7.0,110000.0
28.0,0,5,6,6.0,105000.0
35.0,1,5,3,9.0,112000.0
45.0,1,5,24,13.0,185000.0
34.0,0,3,18,12.0,190000.0
36.0,0,5,20,13.0,185000.0
27.0,1,1,0,3.0,85000.0
30.0,0,1,13,4.0,57000.0
28.0,0,4,9,4.0,82697.0
48.0,1,3,6,21.0,180000.0
28.0,0,4,15,7.0,110000.0
49.0,1,5,27,15.0,185000.0
34.0,0,5,19,11.0,160000.0
48.0,1,5,3,22.0,219000.0
41.0,0,5,27,14.0,185000.0
31.0,0,1,13,4.0,65000.0
50.0,0,4,24,23.0,183690.0
26.0,0,2,7,3.0,45000.0
29.0,1,1,25,5.0,80000.0
44.0,1,5,3,15.0,150000.0
35.0,0,1,10,8.0,92000.0
32.0,0,4,15,8.0,120000.0
31.0,1,4,23,7.0,135000.0
48.0,1,5,23,16.0,190000.0
40.0,1,5,24,12.0,160000.0
42.0,1,5,24,14.0,170000.0
43.0,1,5,3,16.0,160000.0
34.0,1,1,28,7.0,85000.0
41.0,0,5,4,16.0,200000.0
33.0,0,1,9,6.0,115000.0
48.0,0,5,22,17.0,170000.0
25.0,0,2,21,0.0,25000.0
46.0,1,4,6,16.0,160000.0
31.0,0,5,3,8.0,140000.0
32.0,1,4,23,8.0,122354.0
30.0,0,5,3,5.0,180000.0
28.0,1,1,28,4.0,65000.0
30.0,0,4,23,5.0,100867.0
45.0,1,4,15,20.0,204000.0
24.0,1,1,0,1.0,55000.0
45.0,1,4,27,19.0,163780.0
42.0,1,5,1,15.0,150000.0
27.0,0,4,0,2.0,70000.0
25.0,1,0,2,2.0,100000.0
41.0,0,4,23,11.0,165000.0
48.0,0,4,24,24.0,184480.0
25.0,0,4,26,2.0,60000.0
31.0,0,4,9,7.0,108799.0
51.0,0,4,1,19.0,190000.0
38.0,1,1,16,11.0,119000.0
31.0,0,5,3,8.0,140000.0
27.0,1,1,8,2.0,65000.0
48.0,1,5,4,18.0,210000.0
44.0,1,4,23,11.0,170000.0
31.0,0,0,26,6.0,155000.0
26.0,1,1,25,2.0,60000.0
24.0,1,4,0,0.0,55538.0
30.0,1,1,12,4.0,75000.0
29.0,0,2,11,1.0,30000.0
42.0,1,5,3,13.0,140000.0
32.0,1,4,0,6.0,130000.0
26.0,1,1,17,2.0,55000.0
28.0,0,3,3,6.0,150000.0
51.0,1,5,3,24.0,240000.0
50.0,1,5,23,19.0,200000.0
52.0,0,5,27,16.0,190000.0
50.0,1,5,23,18.0,195000.0
35.0,0,4,15,10.0,110000.0
29.0,1,1,12,4.0,75000.0
42.0,1,5,24,14.0,170000.0
36.0,1,1,16,9.0,110000.0
30.0,0,0,2,5.0,145000.0
27.0,1,0,26,4.0,140000.0
29.0,0,3,3,6.0,180000.0
28.0,1,1,26,4.0,75000.0
35.0,0,4,14,11.0,160000.0
50.0,0,4,1,19.0,190000.0
33.0,0,1,9,7.0,130000.0
34.0,0,3,18,12.0,196000.0
30.0,1,4,9,5.0,105000.0
26.0,1,2,11,2.0,31000.0
41.0,1,3,7,13.0,140000.0
27.0,1,0,26,4.0,160000.0
34.0,1,4,3,9.0,140000.0
48.0,1,5,4,18.0,210000.0
30.0,0,4,23,5.0,100867.0
41.0,0,5,4,16.0,200000.0
56.0,1,5,27,17.0,195000.0
33.0,0,3,18,11.0,198000.0
26.0,1,1,22,5.0,85000.0
42.0,0,4,23,11.0,170000.0
27.0,1,1,8,2.0,65000.0
34.0,0,1,7,5.0,70000.0
30.0,1,1,0,5.0,100000.0
29.0,0,5,3,5.0,100000.0
28.0,1,0,26,5.0,160000.0
38.0,1,1,16,11.0,119000.0
24.0,0,1,28,1.0,40000.0
26.0,0,0,2,3.0,100000.0
28.0,1,1,26,4.0,75000.0
45.0,1,4,15,20.0,204000.0
29.0,1,1,17,3.0,60000.0
49.0,0,5,6,20.0,200000.0
33.0,0,3,18,11.0,195000.0
31.0,0,1,13,4.0,65000.0
44.0,1,5,23,12.0,170000.0
40.0,0,4,10,11.0,120000.0
46.0,0,5,27,21.0,174821.0
